timestamp,agent.name,rule.description,rule.level,rule.id
"May 15, 2026 @ 21:56:59.367",ubuntu-target,sshd: Attempt to login using a non-existent user,5,5710
"May 15, 2026 @ 21:56:53.365",ubuntu-target,sshd: brute force trying to get access to the system. Non existent user.,10,5712
"May 15, 2026 @ 21:56:49.364",ubuntu-target,sshd: Attempt to login using a non-existent user,5,5710
"May 15, 2026 @ 21:56:47.364",ubuntu-target,PAM: User login failed.,5,5503
"May 15, 2026 @ 21:56:39.365",ubuntu-target,sshd: Attempt to login using a non-existent user,5,5710
"May 15, 2026 @ 21:56:29.368",ubuntu-target,syslog: User missed the password more than one time,10,2502
"May 15, 2026 @ 21:56:29.367",ubuntu-target,sshd: Attempt to login using a non-existent user,5,5710
"May 15, 2026 @ 21:56:25.365",ubuntu-target,sshd: Attempt to login using a non-existent user,5,5710
"May 15, 2026 @ 21:56:21.362",ubuntu-target,sshd: Attempt to login using a non-existent user,5,5710
"May 15, 2026 @ 21:56:19.361",ubuntu-target,PAM: User login failed.,5,5503
"May 15, 2026 @ 21:56:17.360",ubuntu-target,sshd: Attempt to login using a non-existent user,5,5710
"May 15, 2026 @ 21:55:57.360",ubuntu-target,sshd: Attempt to login using a non-existent user,5,5710
"May 15, 2026 @ 21:51:35.275",ubuntu-target,PAM: Login session closed.,3,5502
"May 15, 2026 @ 21:51:35.273",ubuntu-target,PAM: Login session opened.,3,5501
"May 15, 2026 @ 21:51:35.273",ubuntu-target,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 21:51:11.296",ubuntu-target,PAM: Login session closed.,3,5502
"May 15, 2026 @ 21:51:11.294",ubuntu-target,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 21:51:11.292",ubuntu-target,PAM: Login session opened.,3,5501
"May 15, 2026 @ 21:51:11.290",ubuntu-target,PAM: Login session closed.,3,5502
"May 15, 2026 @ 21:51:11.278",ubuntu-target,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 21:51:11.276",ubuntu-target,PAM: Login session opened.,3,5501
"May 15, 2026 @ 21:51:11.274",ubuntu-target,PAM: Login session closed.,3,5502
"May 15, 2026 @ 21:51:11.261",ubuntu-target,First time user executed sudo.,4,5403
"May 15, 2026 @ 21:51:11.259",ubuntu-target,PAM: Login session opened.,3,5501
"May 15, 2026 @ 21:51:06.912",ubuntu-target,Host-based anomaly detection event (rootcheck).,7,510
"May 15, 2026 @ 21:51:06.848",ubuntu-target,Host-based anomaly detection event (rootcheck).,7,510
"May 15, 2026 @ 21:51:06.745",ubuntu-target,Host-based anomaly detection event (rootcheck).,7,510
"May 15, 2026 @ 21:51:06.743",ubuntu-target,Host-based anomaly detection event (rootcheck).,7,510
"May 15, 2026 @ 21:51:06.741",ubuntu-target,Host-based anomaly detection event (rootcheck).,7,510
"May 15, 2026 @ 21:51:06.739",ubuntu-target,Host-based anomaly detection event (rootcheck).,7,510
"May 15, 2026 @ 21:51:06.738",ubuntu-target,Host-based anomaly detection event (rootcheck).,7,510
"May 15, 2026 @ 21:51:06.737",ubuntu-target,Host-based anomaly detection event (rootcheck).,7,510
"May 15, 2026 @ 21:51:06.496",ubuntu-target,Host-based anomaly detection event (rootcheck).,7,510
"May 15, 2026 @ 21:51:06.431",ubuntu-target,Host-based anomaly detection event (rootcheck).,7,510
"May 15, 2026 @ 21:51:06.365",ubuntu-target,Host-based anomaly detection event (rootcheck).,7,510
"May 15, 2026 @ 21:51:06.272",ubuntu-target,Host-based anomaly detection event (rootcheck).,7,510
"May 15, 2026 @ 21:51:06.137",ubuntu-target,Host-based anomaly detection event (rootcheck).,7,510
"May 15, 2026 @ 21:51:06.076",ubuntu-target,Host-based anomaly detection event (rootcheck).,7,510
"May 15, 2026 @ 21:51:06.015",ubuntu-target,Host-based anomaly detection event (rootcheck).,7,510
"May 15, 2026 @ 21:51:05.953",ubuntu-target,Host-based anomaly detection event (rootcheck).,7,510
"May 15, 2026 @ 21:51:05.891",ubuntu-target,Host-based anomaly detection event (rootcheck).,7,510
"May 15, 2026 @ 21:51:05.830",ubuntu-target,Host-based anomaly detection event (rootcheck).,7,510
"May 15, 2026 @ 21:51:05.768",ubuntu-target,Host-based anomaly detection event (rootcheck).,7,510
"May 15, 2026 @ 21:51:05.708",ubuntu-target,Host-based anomaly detection event (rootcheck).,7,510
"May 15, 2026 @ 21:51:05.646",ubuntu-target,Host-based anomaly detection event (rootcheck).,7,510
"May 15, 2026 @ 21:51:05.580",ubuntu-target,Host-based anomaly detection event (rootcheck).,7,510
"May 15, 2026 @ 21:51:05.518",ubuntu-target,Host-based anomaly detection event (rootcheck).,7,510
"May 15, 2026 @ 21:51:05.458",ubuntu-target,Host-based anomaly detection event (rootcheck).,7,510
"May 15, 2026 @ 21:51:05.398",ubuntu-target,Host-based anomaly detection event (rootcheck).,7,510
"May 15, 2026 @ 21:51:05.330",ubuntu-target,Host-based anomaly detection event (rootcheck).,7,510
"May 15, 2026 @ 21:50:58.928",ubuntu-target,New wazuh agent connected.,3,501
"May 15, 2026 @ 21:46:20.622",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 21:46:18.617",wazuh-server,sshd: authentication success.,3,5715
"May 15, 2026 @ 21:46:18.617",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 21:46:12.607",wazuh-server,sshd: authentication failed.,5,5760
"May 15, 2026 @ 21:46:10.607",wazuh-server,PAM: User login failed.,5,5503
"May 15, 2026 @ 21:45:36.588",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:10:16.870",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:10:16.870",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:10:16.870",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:08:34.809",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:08:34.809",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:08:34.809",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:08:34.809",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:08:34.809",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:08:34.809",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:08:34.809",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:08:34.809",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:08:34.809",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:08:34.809",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:08:34.809",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:08:34.809",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:08:34.809",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:08:34.809",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:08:34.809",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:08:08.801",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:08:08.800",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:08:08.800",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:07:48.790",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:07:48.790",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:07:48.789",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:06:14.724",wazuh-server,Systemd: Service exited due to a failure.,5,40704
"May 15, 2026 @ 15:06:14.723",wazuh-server,Systemd: Service exited due to a failure.,5,40704
"May 15, 2026 @ 15:06:12.722",wazuh-server,Systemd: Service exited due to a failure.,5,40704
"May 15, 2026 @ 15:06:10.721",wazuh-server,Systemd: Service exited due to a failure.,5,40704
"May 15, 2026 @ 15:06:08.721",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:06:08.721",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:06:08.721",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:06:08.721",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:06:08.721",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:06:08.721",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:06:08.721",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:06:08.721",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:06:08.721",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:06:08.721",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:06:08.721",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:06:08.721",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:06:08.721",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:06:08.721",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:06:08.721",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:06:08.721",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:06:08.721",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:06:08.721",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:06:08.721",wazuh-server,Systemd: Service exited due to a failure.,5,40704
"May 15, 2026 @ 15:05:58.715",wazuh-server,Systemd: Service exited due to a failure.,5,40704
"May 15, 2026 @ 15:05:58.715",wazuh-server,Systemd: Service exited due to a failure.,5,40704
"May 15, 2026 @ 15:05:56.712",wazuh-server,Systemd: Service exited due to a failure.,5,40704
"May 15, 2026 @ 15:05:54.711",wazuh-server,Systemd: Service exited due to a failure.,5,40704
"May 15, 2026 @ 15:05:52.711",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:05:52.711",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:05:52.711",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:05:52.711",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:05:52.711",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:05:52.711",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:05:52.711",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:05:52.711",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:05:52.711",wazuh-server,Systemd: Service exited due to a failure.,5,40704
"May 15, 2026 @ 15:05:52.711",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:05:52.711",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:05:52.711",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:05:52.711",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:05:26.702",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:05:26.702",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:05:26.702",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:05:22.700",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:05:22.700",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:05:22.700",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:05:22.700",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:05:22.700",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:05:22.700",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:05:22.700",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:05:22.700",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:05:22.700",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:05:22.700",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:05:22.700",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:05:22.700",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:05:06.687",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:05:06.687",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:05:06.687",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:05:06.687",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:05:06.687",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:05:06.687",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:05:06.687",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:05:06.687",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:05:06.687",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:05:06.687",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:05:06.687",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:05:06.687",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:04:40.678",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:04:40.678",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:04:40.678",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:04:38.678",wazuh-server,Systemd: Service exited due to a failure.,5,40704
"May 15, 2026 @ 15:04:36.677",wazuh-server,Systemd: Service exited due to a failure.,5,40704
"May 15, 2026 @ 15:04:36.677",wazuh-server,Systemd: Service exited due to a failure.,5,40704
"May 15, 2026 @ 15:04:34.675",wazuh-server,Systemd: Service exited due to a failure.,5,40704
"May 15, 2026 @ 15:04:32.674",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:04:32.674",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:04:32.674",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:04:32.674",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:04:32.674",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:04:32.674",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:04:32.674",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:04:32.674",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:04:32.674",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:04:32.674",wazuh-server,Systemd: Service exited due to a failure.,5,40704
"May 15, 2026 @ 15:04:22.667",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:04:22.667",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:04:22.667",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:04:22.667",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:04:22.667",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:04:22.667",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:04:22.667",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:04:22.667",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:04:22.666",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:04:22.666",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:04:22.666",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:04:22.666",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:03:26.638",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:03:22.635",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:03:22.635",wazuh-server,New dpkg (Debian Package) installed.,7,2902
"May 15, 2026 @ 15:03:22.635",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:03:22.635",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:03:22.635",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:03:22.635",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:03:22.635",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:03:22.635",wazuh-server,Dpkg (Debian Package) half configured.,7,2904
"May 15, 2026 @ 15:03:08.635",wazuh-server,New dpkg (Debian Package) requested to install.,3,2901
"May 15, 2026 @ 15:03:08.634",wazuh-server,New user added to the system.,8,5902
"May 15, 2026 @ 15:03:08.634",wazuh-server,New group added to the system.,8,5901
"May 15, 2026 @ 15:03:02.634",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:03:02.634",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:01:22.569",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:01:22.569",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:01:22.569",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:01:22.569",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:01:22.569",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:01:22.569",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:01:22.569",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:01:22.569",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:01:22.569",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:01:22.569",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:01:22.569",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:01:22.569",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:01:08.567",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:01:06.567",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:01:06.567",wazuh-server,Successful sudo to ROOT executed.,3,5402
"May 15, 2026 @ 15:01:04.690",wazuh-server,SCA summary: CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Score less than 50% (45),7,19004
"May 15, 2026 @ 15:00:53.520",wazuh-server,SCA summary: CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Score less than 50% (45),7,19004
"May 15, 2026 @ 15:00:47.582",wazuh-server,Wazuh server started.,3,502
"May 15, 2026 @ 15:00:46.496",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure permissions on /etc/security/opasswd are configured.,7,19007
"May 15, 2026 @ 15:00:46.486",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure permissions on /etc/shells are configured.,7,19007
"May 15, 2026 @ 15:00:46.475",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure system warns when audit logs are low on space.,7,19007
"May 15, 2026 @ 15:00:46.465",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure systemd-journal-upload is enabled and active.,7,19007
"May 15, 2026 @ 15:00:46.455",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure systemd-journal-remote authentication is configured.,3,19009
"May 15, 2026 @ 15:00:46.445",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure filesystem integrity is regularly checked.,7,19007
"May 15, 2026 @ 15:00:46.435",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure default user umask is configured.,3,19008
"May 15, 2026 @ 15:00:46.425",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure nologin is not listed in /etc/shells.,3,19008
"May 15, 2026 @ 15:00:46.415",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure root user umask is configured.,3,19008
"May 15, 2026 @ 15:00:46.405",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure root password is set.,7,19007
"May 15, 2026 @ 15:00:46.394",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure root is the only GID 0 account.,3,19008
"May 15, 2026 @ 15:00:46.384",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure root is the only UID 0 account.,3,19008
"May 15, 2026 @ 15:00:46.373",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure pam_unix includes a strong password hashing algorithm.,3,19008
"May 15, 2026 @ 15:00:46.363",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure pam_unix includes use_authtok.,7,19007
"May 15, 2026 @ 15:00:46.353",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure pam_unix does not include remember.,3,19008
"May 15, 2026 @ 15:00:46.343",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure pam_unix does not include nullok.,7,19007
"May 15, 2026 @ 15:00:46.333",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure pam_pwhistory includes use_authtok.,7,19007
"May 15, 2026 @ 15:00:46.322",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure password history is enforced for the root user.,7,19007
"May 15, 2026 @ 15:00:46.312",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure password history remember is configured.,7,19007
"May 15, 2026 @ 15:00:46.302",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure password quality is enforced for the root user.,3,19009
"May 15, 2026 @ 15:00:46.292",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure password quality checking is enforced.,7,19007
"May 15, 2026 @ 15:00:46.282",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure password dictionary check is enabled.,7,19007
"May 15, 2026 @ 15:00:46.271",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure password maximum sequential characters is configured.,3,19009
"May 15, 2026 @ 15:00:46.261",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure password same consecutive characters is configured.,3,19009
"May 15, 2026 @ 15:00:46.250",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure password complexity is configured.,3,19009
"May 15, 2026 @ 15:00:46.240",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure minimum password length is configured.,3,19008
"May 15, 2026 @ 15:00:46.230",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure password number of changed characters is configured.,3,19008
"May 15, 2026 @ 15:00:46.219",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure password failed attempts lockout includes root account.,3,19008
"May 15, 2026 @ 15:00:46.209",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure password unlock time is configured.,3,19008
"May 15, 2026 @ 15:00:46.198",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure pam_faillock module is enabled.,7,19007
"May 15, 2026 @ 15:00:46.187",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure pam_pwhistory module is enabled.,7,19007
"May 15, 2026 @ 15:00:46.177",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure pam_pwquality module is enabled.,7,19007
"May 15, 2026 @ 15:00:46.167",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure pam_unix module is enabled.,3,19008
"May 15, 2026 @ 15:00:46.157",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure sshd GSSAPIAuthentication is disabled.,3,19008
"May 15, 2026 @ 15:00:46.146",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure sshd DisableForwarding is enabled.,7,19007
"May 15, 2026 @ 15:00:46.136",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure permissions on SSH public host key files are configured.,3,19008
"May 15, 2026 @ 15:00:46.124",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure ufw is uninstalled or disabled with nftables.,3,19008
"May 15, 2026 @ 15:00:46.114",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure bluetooth services are not in use.,3,19008
"May 15, 2026 @ 15:00:46.104",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure IPv6 status is identified.,3,19008
"May 15, 2026 @ 15:00:46.094",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure ftp client is not installed.,7,19007
"May 15, 2026 @ 15:00:46.084",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure xinetd services are not in use.,3,19008
"May 15, 2026 @ 15:00:46.073",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure tftp server services are not in use.,3,19008
"May 15, 2026 @ 15:00:46.063",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure dnsmasq services are not in use.,3,19008
"May 15, 2026 @ 15:00:46.053",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure GDM is removed.,3,19008
"May 15, 2026 @ 15:00:46.042",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure /dev/shm is a separate partition.,3,19008
"May 15, 2026 @ 15:00:46.031",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure all groups in /etc/passwd exist in /etc/group.,3,19008
"May 15, 2026 @ 15:00:46.021",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure /etc/shadow password fields are not empty.,3,19008
"May 15, 2026 @ 15:00:46.011",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure accounts in /etc/passwd use shadowed passwords.,3,19008
"May 15, 2026 @ 15:00:46.001",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure permissions on /etc/gshadow- are configured.,7,19007
"May 15, 2026 @ 15:00:45.990",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure permissions on /etc/gshadow are configured.,7,19007
"May 15, 2026 @ 15:00:45.980",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure permissions on /etc/shadow- are configured.,7,19007
"May 15, 2026 @ 15:00:45.969",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure permissions on /etc/shadow are configured.,7,19007
